Emotion,Text
Other,quan tr?ng nh?t v?n là t?m lòng ??
Enjoyment,cái m?t hoang mang th?y th??ng ????
Anger,nhìn ?c ch? vãi
Fear,coi mà cái tay nó rung trái tim nó ??p s? cái th?ng ?ó té s?p m?t luôn thì không bình th??ng h?a mi còn hót ???c không :))))
Disgust,nhìn kinh vãi
Other,h?i th? gian tình ái là chi mà ?ôi l?a nguy?n th? s?ng ch?t ? ????
Other,per b?t ngh? b?c cháy
Disgust,"??c bình lu?n m?i công nh?n "" m?y ??a nói ??o l? s?ng nh? lol "". ?ây là câu chuy?n vui b?n bè trêu nhau thôi không ??n l??t m?y ng??i d?y bé cách c? x? nh? th? nào ?âu . có ng??i con nh? th? nào b? s? r?t t? hào ??y"
Enjoyment,chu?n kkk ??
Other,?????? nhìn và ??i chúng nó chia tay
Other,làm m?y chuy?n d? ng??i ?? ???c nó chú ?
Disgust,không m?a thì kêu tr?i m?a thì c?ng kêu tr?i
Other,h? có th? không giàu có v? v?t ch?t nh?ng h?nh phúc c?a h? giàu h?n r?t nhìu ng??i ?
Disgust,"ng??i ta ?n hàng t? l?i phát 5 tr , còn gì là pháp lu?t n?a"
Disgust,à còn có th? lo?i con trai c?t tóc xong r?i t? soi g??ng xong khen mình ??p trai m?i vãi
Enjoyment,"per ?i làm v?i c mình vui h?t x?y , tr? nh?ng lúc khó tính :))"
Other,ph?i tôi ?? lên v?a hè giáp c?a nhà b?n bán hàng luôn . v?a hè r?ng th? kia c? mà .??????????
Sadness,c?m th?y s? m?y th? suy ngh? c? h? c?a ng??i l?n :(
Enjoyment,bò ra mà c??i :))
Other,per xem cái này ?? chán ?i ông
Sadness,em buông tay anh nhé .... quá kh? ?y anh hãy xoá h?t ?i .......
Enjoyment,thông minh vãi
Other,g?i ??a nào ch?a có ng??i yêu
Disgust,mày l??i vãi lol
Other,?i xem 1 mình có s? ma không ??
Other,ch? th?y nói nó cho admin bao nhiêu xi?n ?? pr nh?
Enjoyment,tôi ?ã xem ?i xem l?i 3 l?n và xem l?i l?n hai m?i hi?u h?t n?i dung và th?y hay h?n khi xem l?i l?n 3 . ai ch?a xem hãy vào xem th? 2 l?n !
Other,"anh bi?t em có nhi?u chuy?n , nh?ng vi?c tr??c m?t là em n?p ph?t ?ã , n?u không xe em s? b? thu vào ??n"
Sadness,th? hóa ra nguy c? tr?m c?m c?a tao cao l?m
Enjoyment,mày gi?n l?i tao h? t?t quá b? mày ???c ?i ch?i game r?i . t?i v? d? nó sau . ch? mãi câu gi?n c?a mày :))
Other,??ng ?ùa v?i ng??i n??c ngoài nhé
Disgust,làm giáo s? m?y ch?c n?m mà cu?n giáo trình ch?a thu?c h?t n?a à
Sadness,anh l? m?t em r?i huhu
Other,nh? l?i ngày x?a
Enjoyment,bình t?nh vãi_ch??ng =))
Disgust,?ai gi?m t?c ?? ki?u ?y mà g?p m?y bà ?ang ?au ?? là xác ??nh ?? trên xe hay ? nhà ?i r?i h?n ?em lên b?nh vi?n ??????
Enjoyment,th? timmmmm ?ùa tao yêu m?t nó lúc ôm ??u vlllll xinh quá con ?iiiiiiii
Anger,??a nào tin là ??n gi?n th? ra ?ây tao tát cho vài cái cho t?nh :)
Anger,m? . trung thu là t?t thi?u nhi . có ph?i mùa ??ng d?c ?âu mà ph?i có ng??i yêu nh? . v? va v? v?n ??
Sadness,nhi?u khi c?ng mu?n ng??i yêu ch?c ?? d?i phát cho b?ng ng??i ta . mà nh?n ra mình làm gì có ng??i yêu ??
Anger,lâu lâu m?i có d?p ?n bánh trung thu mà g?p bán hàng halo th? này thì cho ? m? luôn không mua bán gì h?t . xem ai b?t h?nh h?n ?
Other,ngáo nh? con cáo r?i ????
Anger,khác ?éo gì . v? thái ?? l?i lõm nhìn mu?n sút cho phát ????
Other,m?y con gà b? l?a mà ?éo bi?t .
Disgust,móng dài th? lúc ?i ?a xong làm sao x?t n??c . x?t n??c 1 tay còn tay kia ph?i r?a ?ít m?i s?ch ???c ch? . kh? n?ng cao ông này dùng gi?y ch? không dùng vòi x?t
Enjoyment,chút mua ... hehe
Sadness,t?m bi?t ánh sáng c?a ??i tao
Sadness,cái tháng h?c s?p m?t luôn
Enjoyment,làm ? ?âu không quan tr?ng . quan tr?ng là có ch? em t?t ?? t?o nghi?p :))))
Sadness,gi?ng chó này hình nh? không có lông ? ?? chó nhà em lông r?ng ??y nhà .. huhu
Sadness,tôi t?ng ???c s?ng . nh?ng ??y là truy?n c?a n?m ngoái r?i
Disgust,m?t l? ngu
Enjoyment,d? th??nggg
Sadness,"vãi c? phí , có ... 81 t? hoy ??"
Disgust,ra t?i c?ng tao nói ha x?u cái ch?c tao c??i ?a
Fear,n?u ??a ph??ng không xây c?u thì ng??i dân c?ng có th? t? làm c?u cây mà . phóng l? h?t chân thì xác ??nh nát ng??i .
Disgust,c? chi?u m?y b? phim th? này b?o sao t?i nh? không ch?u h?c
Other,gi?n làm gì cho m?t ?? ??ng nào mày c?nh ph?i xin l?i tao mà
Sadness,móng c?a b? tao . h?i tr??c và bây gi? ?ã c?t vì l? do . s?c kho? .
Surprise,u?y các c? ngày x?a ??p trai xinh gái th?
Enjoyment,nín ?i . sang ng? v?i m? ?i ?êm nay anh chông ch? cho =)))
Disgust,"không nghe l?i cha m? , không ?n h?c , gi? ?i h?t rác . không có giá tr? trong xã h?i , bày ??t ch?i ai ."
Anger,mày không ph?i nh?y vào m?m tao nh? th? . nh?y vào là tao c?p c?p c?p ...
Sadness,mình thiì ch?a n?m nào ???c tr?n v?n
Anger,lo?i m?t d?y
Other,h?i th? gian tình ái là chi =))))
Fear,qu? m?t nhìn s? vãi
Anger,v?t ?ôi g??ng c?nh cáo :))
Enjoyment,per chúng ta v?n xài . kk
Other,per nh? l?n mua m?c ra b? sông ghê . ?ã th? còn làm li ??c bi?t . dm
Disgust,c?m xúc ?éo gì khi mà h?p l?p ?éo ?i
Disgust,v?a x? lí v?a th?i n??c b?n ra liên t?c thì coi nh? bó tay
Enjoyment,moá c?ng quá ??
Disgust,má con ?àn bà th?i m?m g?p th?ng say hèm
Enjoyment,?ó là d?u hi?n c?a s? tr??ng thành =)))))))))
Enjoyment,c? m?i l?n có phim hay là xách nhau ?i ??
Surprise,vãi ?ông nh? này á ??
Enjoyment,c??i mu?n t?t th? ??????
Other,? th? là k? t? ??y v? sau ??a con trai nào c?ng tr? thành huynh ?? v?i nó h?t
Sadness,per không l? sau này kím b?n trai không t?p gym ??
Sadness,per huhuu không bi?t lúc ??y th?c t?p ch?a :(((
Enjoyment,ch?t quá .. haha
Disgust,"per cái th? yêu nghi?t này c? th?y tao nh? th?y crush , c? g?p tao là ?u?i :)"
Other,"?m c?ng ???c , ch? c?n mát thôi ??"
Other,cái v? mà ai c?g mu?n th? và m?i ng??i th? l?i c?m nh?n ???c m?t v? riêng
Surprise,per mày ?n ? ki?u gì mà ra ???c cái này luôn th?
Disgust,ch? còn con m? gì n?a ??
Other,"per 2ce thì có th? làm ???c , ly mà làm nh? v?y thì ??"
Disgust,- ch? t?ch gi? nghèo bán vé s? và cái k?t -> ??ng bao gi? xem th??ng ng??i khác
Other,ph?i gi?t ngay không nó l?i ?? tr?ng
Enjoyment,yêu ch?t d??c ??????
Enjoyment,"th?ng b?n ng?i k? bên l?p 2 nhà bán vàng mà nó h?c d?t , th? là làm bình th??ng v? nhà cho nó , 1 bài 2k , m?i ngày ki?m 8 - 10k ??"
Sadness,?? tao n?u thì quên luôn . xác ??nh t?i ?ó ?ói :((
Enjoyment,ng??n m? chi lâu l?m oy . mà gi? bi?t thêm nhi?u v? chj n?a nên càng yêuc chj nhi?u h?n ??????
Enjoyment,haha c? lên xu?ng th?p th?m kìa ..
Other,còn nhi?u ng??i ch?a có ng??i yêu l?m :)
Enjoyment,các b?n tr? ! ng??i l?n có th? nghe th?y ti?ng chó kêu mà không hành ??ng gì ?? c?u v?t . các em th?t ?áng khen . c?n nh?ng b?n tr? nhân ái nh? các b?n .
Enjoyment,cu?i cùng per c?ng thành công r?i nha per nha
Enjoyment,?? lau m?t b?ng qu?n chíp c?a v? à ?
Disgust,??ng nghi?p c?a tôi là ai ??
Disgust,con chó có ?uôi . con ng??i có ? th?c . ?m m?y th?ng lol này ? th?c ?éo b?ng con ru?i .
Fear,"khi x?a b? r??t 1 l?n mà nh? ??i , còn m? tao n?a ch? ??????"
Disgust,vi?c mày gi?n l?i không còn quan tr?ng khi mày ?éo còn là món mà nó h?ng thú n?a ??
Fear,gì mà ghê v?y ?? s?n gai ?c
Enjoyment,ng?u l?m b?n ? ^^
Enjoyment,th?c ra ch? c?n nh?p ?úng input là ???c thôi mà :d
Enjoyment,d?m ba chuy?n h?n hò có gì hay ho ?? nh?ng mà thi tho?ng có d?m ba cái chuy?n này c?ng hay ?? tóm l?i xem ?? gi?i trí ?? bu?n c?ng t?t ??
Other,t t??ng nó nói ti?ng vi?t ch?
Enjoyment,má ?áng yêuc quá d?yyyy ??
Other,per ??ng c?p nào r?i em
Enjoyment,"sao mày không nh? crush c?a tao , thu? tri?u lên c?ng ?éo s? nhé ??"
Sadness,kh? thân vãi :)) xong bà l??m luôn :))
Other,h?c sinh c? làm m?y vi?c t?t nh? th? này có ph?i các ph? huynh yên tâm không . ????
Enjoyment,dù tr?i có s?p c?ng ph?i ?n ?ã nhé :))) anh có g?p l?m c?ng ph?i ch? em nhé ??????
Enjoyment,c?ng thi?t ch? ????
Other,"màu này l? quá , k?t h?p hài hòa ??p quá"
Other,"dùng iq xíu ?i m?y má , ng??i ta ?ang mô t? tình yêu c?a ng??i ta"
Other,?ây là hình ?nh c?a boss tr??c khi có v? và sau khi có v? là m?t tr m?t v?c
Disgust,? th?c ng??i khác không t?t thì c?ng ch?ng bao bi?n ???c hành x? c?a b?n không t?t . nghe t? ??u ??n cu?i là ti?ng la hét ch?i r?a -.-
Fear,"th?t là romantic , mà mà mà ... sao ngh? t?i c?nh ??ng phòng hoa chúc tao th?y nh?t nh?t l? ?ít ????"
Anger,"per ?i coi phim coi , h?n quài luôn á"
Enjoyment,b? là s? 1 v? ??i h?n nh?ng gì con c?n
Disgust,t??ng th? mà ng?u
Sadness,hôm nay anh xin l?i em v? nh?ng vi?c anh ?ã làm hôm nay .. anh không th? ki?m soát não anh ???c n?a r?i ??
Enjoyment,th? này mà g?p per thì ph?i ch?y ph?t d?m ra qu?n per nh?
Sadness,sao n? lòng nào khi?n trách bác ?y . còn h?p ki?m ?i?m n?a . t?i quá .
Sadness,kh? nhân viên
Fear,m?i ho mà ?ã nh? th? nào thì l?y ch?ng ch?c s?ng trong b?nh vi?n c? ??i m?t thôi
Anger,h?i lúc nhà tao nuôi m?y con ng?ng . m?i l?n ?i ngang nó là nó ?òi dí c?n mà trong khi tao là ng??i cho nó ?n . th? ngu nh? bò ????
Surprise,th? mà c?ng b?t ???c siêu vãi
Enjoyment,per ê xem ?i phim này lâu r?i nh?ng mà hay l?m
Sadness,còn tao thì còn không có n?i 1 ng??i t? ra thân thi?t quan tâm c? . _ .
Sadness,có g?p c?ng ?éo dám ng?ng ??u lên nhìn
Fear,"công nh?n lãng m?n th?t , nh?ng tao ?ang t??ng t??ng cái c?nh ??ng phòng , eo ?i ......"
Other,ông ??nh làm gì anh v? tôi ?
Sadness,có ?? m?i gia v? :< em th?y v? ??ng c?a s? chua sót quá nhi?u :)
Anger,th?ng chó ch?t mày quá dã ?
Sadness,có duyên nh?ng không có ph?n ... ng??i ? l?i v?n luôn là ng??i ?au nh?t !
Other,per hôm nay c c?ng b? gi?ng th?ng này này
Enjoyment,mua thêm vài tr?m con cá x?u th? ch?c vui h?n
Sadness,:( c?u chúa ?n nhi?u ban bình an cho nh?ng ng??i kém may m?n nh? v?y
Disgust,?éo h? d? th??ng khi nó c??i v?i ??a khác :))
Other,dài quá v??n víu
Fear,nhi?u lúc s? b? pê ?i
Sadness,"tr??t r?i , còn ?âu mà r? ??"
Disgust,hình nh? ?ây là 3 ??a ranh con c? l?n ?ó ((:
Disgust,"ki?n ?? thì ???c , nh?ng ?ây thì l?i m?y con ki?n hay bò qua c?t .... m?y ?ng ?n ngon vãi ??"
Enjoyment,azz :3 m?t c?ng x?u
Fear,"lâu l?m ?éo ???c g?p nh?n trong wc , quên m?t c?m giác nh?n ?a nh? nào r?i ??"
Anger,cái th? bán hàng ?éo có tâm . r?i mày s? ? bánh cho mà xem
Disgust,ko bi?t ?úng sai nh? th? nào gi? báo ?ài ai c?ng bênh ông v? t? nhiên c?m th?y táo xàm vì ti?n b?t ch?p .
Enjoyment,g?p tao c?ng th? :)))
Enjoyment,"cái quá ph?i lúa xong m?a , tao ?ang c??i vì bà béo thì ph?i ng?m m?m ."
Disgust,ch?p xong v? chia tay ráng ch?u :)))
Enjoyment,"per huy?n tho?i , kkkk"
Enjoyment,3 chàng ng?c . top 1imdb phim ?áng xem nh?t m?i th?i ??i
Disgust,gi?ng con nít quá ba :)))
Disgust,?úng là th?ng admin khùng
Enjoyment,"ngày x?a toàn b? m? ?ánh b?ng dây ?i?n , v?t phát nào ?a máu phát ??y . gi? ngh? l?i t? nhiên l?i th?y hay , vì ngày x?a m? nghiêm kh?c nh? th? gi? mình m?i ngoan ??"
Anger,th?ng d?m này ph?i cho vào tù nó m?i bi?t th? nào là dâm rê
Surprise,per cú này hoành tráng h?n b?nh nhân c?a anh luôn nè
Surprise,cái này ??p tía
Enjoyment,nào tao c?ng ph?i th? =))))
Disgust,ngu thì ch?t . ch?ng bi?t nó ngh? sao mà lao vô c??p ngân hàng ... có th?ng nào thoát bao gi? ?âu . không bi?t nó có hi?u không ??????
Other,này 2 ??a . ?ã chia tay ch?a . chia tay r?i có xem l?i video này không .
Other,cho h?t vào tr??ng giáo d??ng
Other,cao su không thu mà ??i cao su ??t v?y
Enjoyment,per g?p th?n t??ng m?i ngày kkk
Other,lâu l?m không nghe bài này .. có bà b?n bình lu?n d?o m?i nghe l?i ??
Anger,con mèo m?t lol dám ??p con th? c?a tao sao ??????. dkm mày
Enjoyment,sau nay em cung uoc duoc nhu vay ?
Enjoyment,ng? ngh?nh nh? ! l? l? nh? !
Sadness,m?t n?m ??y bi?n ??ng và th?ng tr?m c?a n??c pháp ??
Disgust,"dm gì c?ng b?t ph?i làm , phí thu vãi thì ch? top1 :))) nhân v?i ch? viên"
Enjoyment,per :)) hi?u ???c n?i lòng anh ch?a ! m?t ??ng gi?n anh nhi?u n?a nha
Surprise,vi?t nam có h? th?ng b?t t??ng s?t nh? n??c ngoài luôn à :v
Disgust,nhìn m?t con mèo là th?y ghét r?i
Sadness,ph?n làm con trai haizz
Disgust,ch?i ngu v?a thôi mày
Other,thi?t k? v?y ti?n . nào h? c?a xe thì l?y c?a qu?t g?n vào ?? m?t ti?n thay
Other,bi?t bao khó kh?n m?i ???c v?y
Sadness,3 gi? sáng n?m xem xong khóc miên man ????
Enjoyment,em mình là con trai vi?t ??p y chang th? này nhé
Other,hóa chó nhi?u quá thì c?ng có lúc ph?i hóa thành ng??i ch? =))))
Anger,dm con già mà hành x? trâu chó . ??i nó s? g?p báo ?ng
Enjoyment,per má có ?i?m cho s??ng vãi
Enjoyment,c?m ?n nh?ng ng??i th? ?? nên mình bi?t là ?éo hay nên mình ?éo xem . may vãi
Other,?? này c?ng bình th??ng mà ?âu có khó
Disgust,m?c d?i thi?t ch?
Disgust,kém sang
Sadness,thanh xuân là ?? b? l? ??
Other,t?y ???c bao nhiêu mà hô hào g?m th?
Other,công khai bi?t sai sao v?n làm .
Enjoyment,n?m ngoái nhìn r?i n?m nay ? nhà xem l?i phim ác qu? valak the nun .????
Enjoyment,??p trai v :((((
Disgust,"ch? quá vô tâm ?? thà ??ng có nuôi , nhà tôi nuôi chó c? thôi nh?ng v?n tim thu?c ??nh kì ??y ??"
Disgust,do ki?p tr??c mày nghi?p nhi?u quá lên gi? ph?i tr? thôi
Enjoyment,có tâm m?i có t?m haha
Surprise,l?y ti?n t? mat ph?t có 5tr thôi á ?
Sadness,per nghe l?i bu?n vãi
Sadness,n?m nay ch?nh lòng quá . haizz
Enjoyment,"mình theo dõi m?y nick quân nhân , t?p tr?n , pccc ... hay vãi luôn á ."
Fear,ám ?nh ??n bây gi? 24 tu?i v?n s? ng?ng :)))
Other,"thao tr??ng ?? m? hôi ?? chi?n tr??ng ?? ?? máu , ? th?c t? bé ?i ??"
Disgust,"và m?y m? th?y m?i cái chi ti?t : ông v? khuyên bà th?o lui v? sau . ch?m lo cho gia ?ình .,,, là gào m?m lên , kêu ?àn ông gia tr??ng này n? , v? phu , b?o th? n? kia .... ?úng là toàn m?y con bò ... ch? ai hi?u bà th?o b?ng ông v? c? ?âu , ng??i ta khuyên v? lui v? vì th?a bi?t tính v? , t?m nhìn c?a v? ??n ?âu . còn th?c v? gi?i , có t?m thì ch? th?ng nào không mu?n sát cánh , ??ng lòng v?i ng??i ch?n g?i , tay ?p cùng mình c? . v?n ?? là cái t?m c?a bà th?o ?? mà ??a tn ?i lên ch? có v?y , vì ?ó là tâm trí c?a m?t con buôn ."
Enjoyment,"ba cái ?? yêu , 1 ngày 2 l?n n?u ?ây , ngon bá cháy b? chét nhé , th?m mùi khói n?a …"
Disgust,nó s?n sàng ki?m c? b? ng??i ?ang quen ?? theo ng??i có ti?n nhi?u h?n
Other,t?i ông b? b?o th? h?t
Anger,"trung thi thì liên quan m? gì ??n vi?c có g?u , tao thà ng?i nhà cho kh?e ?? xem m?y th?ng ?ó d?t v? c?a th?ng khác ?i ch?i !!"
Enjoyment,:))) ??ng nghi?p ?áng yêu
Enjoyment,chu?n không c?n ch?nh ch? c?n s?a thôi ...
Enjoyment,chu?n lun
Disgust,dume h?y ki?u ?ó làm sao m?y bà kia ?n dô n?a ??
Enjoyment,crush c?a tao c??i h?i b? xinh :3 xinh + c??i = ?? mãi • 3 •
Disgust,"trông m?y anh bên ng??i ta v?n men nh? , bên mình b?n nam d??i nhìn h?i íu ?úi ."
Surprise,woa ... dài d? ..????
Fear,??ng ai l?y c? h?p k?p c?a anh ? nhé :(((
Sadness,l?i m?t ti?n ngu
Other,có ng??i còn th? haha não gì ?y nh? . g?ch ?á xin nh?n
Enjoyment,sau v? 200k thì v? 5tr này có n?i dung hài h??c y h?t :))))
Other,sang n?m khênh h?n gi??ng ra n?m xem cho ?? m?i l?ng
Fear,má ch?c g?p tao ch?y m?t giày
Sadness,th? chân ng?n nh? tao thì ph?i làm sao v?i cái c?u
Enjoyment,phim r?t ? là hay lun qu? x?ng ?áng là ??o di?n phim vi?t nam tài ba
Disgust,m? m?y tk chê này chê n? th? ch?y 5 vòng sân bóng ?á ?i ?ã r?i hãy phán ng??i khác .
Disgust,th?ng bi?n thái
Enjoyment,ra xã h?i r?i m?i bi?t mình còn may m?n h?n r?t nhi?u ng??i v?y nên hãy trân tr?ng nh?ng gì mình có ??
Anger,?éo th?y vui ??n lúc nó d?ng xe ??p nó v? cho v? mõm l?i h?i t?i sao ??
Enjoyment,??u n?m chúc ??i k? nguyên v?n s? nh? ? nhé
Other,"h?i nh? ch? khi nào m? làm bánh tai y?n thì m?i dùng t?i b?p d?u hôi này , không là b? t? ?? dành"
Disgust,khi b?n ngu t?t c? các l?nh v?c nh? toán h?c v?n h?c nh?ng v?n c? t? ra nguy hi?m
Sadness,t? nhiên mình l?i không mu?n làm single mum n?a -.-
Other,quan tr?ng là ??ng nghi?p t?t và s?p
Sadness,không có gì là t?n t?i mãi nh?
Sadness,?au lòng l?m khi t?i nay ch?ng t??ng lai c?a tao l?i c?ng hi?n s?c l?c ?? ch?m sóc v? th?ng khác ..
Disgust,nhi?u c? c? ch?i ng??i ta mà không ch?u xem l?i b?n thân mình :))
Disgust,?i hành xác ch?ng có cái v?o gì :))) tao ?i 1 l?n tao c?ch
Other,ch?a hoàn thi?n h?t ?âu .
Enjoyment,các b?n ?ã xu?t s?c hoàn thành nhi?m v?
Disgust,"ch?y xe ra ???ng mà che kín m?t , làm sao mà quan sát xung quanh ???c . ?úng là ninja xành ?i?u , mai m?t thành ninja bàn th? cho mà xem ."
Enjoyment,per m?i ngày ?i làm th?y per là nh? có thêm power cho 1 ngày siêng n?ng !!!!
Disgust,con gái th?t lòng nh?t khi con trai không có gì . con trai th?t lòng nh?t khi anh ta có t?t c? m?i th? . cu?c s?ng mà ?? có ch?c mình th?y gái xinh là không t?n lên không mà ?òi con ng??i ta không mê ti?n . phát bi?u nghe th?c d?ng vãi
Disgust,"dume l??ng cao nh?t v?n là các lãnh ??o nhé , tr?m ??n nghìn t? :))) mà toàn ch?y thêm xe ôm v?i bán rau :))))"
Enjoyment,cu?i cùng tao c?ng ???c xem h?t m?y cái video mà tr??c ??c comt ?éo hi?u gì ????
Disgust,cái phim vietsub ?ang hay l?ng ti?ng vào nghe d? ?ng th?t ????
Other,n?ng quá ch? b? ai mu?n
Other,sau v? này ? th?c ??u ?? xe c?a tài x? s? t?t h?n r?t nhi?u !
Sadness,hôm ?y tao chân ??t chân ráo t? qu?n 6 lên qu?n 3 c?ng r? trái ?o?n ntmk và cmt8 . m?t 3 lít :( khôn h?n ra
Fear,n?ii da gà hic
Enjoyment,tìm m?i lí do ?? có th? ch?y xe ngang nhà nhìn nhà nó phát xong c??i mãn nguy?n ?i v? :))
Fear,nguy hi?m l?m
Disgust,ông này chính xa ? c làm bi?n nh?t th? gi?i !!! ?? b? móng tay nh? th? này sao làm ???c m?i viê ? c !
Enjoyment,tính ra tao lúc nào c?ng hài h??c vui v? luôn ?ó tr?i :))))
Sadness,"c?ng tùy , ?ôi khi không c?n v?t ch?t mà ch? c?n ??ng viên , san s? nh?ng khi con mình v?p ngã hay khó kh?n trong cu?c s?ng thì ..."
Sadness,c?m th?y b? t?n th??ng
Disgust,eo ....
Fear,s?n gai ?c v?i ch? ?y
Other,"haha con hãm bán n??c hoa fake mà kêu real , b? tao v?ch m?t r?i block tao"
Disgust,hóng m?y ??a m?y th?ng tag ng??i yêu r?i ?o t??ng nh? th? này xd
Sadness,"còn tôi thì l?i khác , thanh xuân c?a tôi ch? có bây gi? g?p ???c aiii và h?nh phúc b?n lâu c? :("
Other,càng nhìn t?m ?nh càng th?y th??ng cha m? nhi?u h?n
Fear,"ám ?nh h?i bé c?a c , con này trông nhà oke h?n c? chó luôn"
Other,cai lo xô tôi ?ang xài m?i ngày
Other,hình nh? xe bi?n xanh
Disgust,l?p tao thì h?c nhau 3 n?m ch?p k? y?u nói : ?éo có ti?n ?i ch?p . ??t m? m?y con m?t l?n . quá ?en khi h?c còn m?y con ??y
Surprise,tr?i ?i qu?ng cáo ngói mà s?ng ??ng quá
Enjoyment,"hy v?ng ch?ng ?ó con ?ã ?i m?u giáo l?n , 1 xe b?y ch? và nhà hai t?m ??"
Other,per ??ng l?m t??ng
Disgust,b??i chín nó nh? v?y ??y ngu ?
Other,không sao ?âu :) b?nh này lây qua ???ng tình b?n
Anger,1 b?t tai 2 ??p ch? ? ?ó b??ng
Disgust,súc v?t là có th?t .??
Enjoyment,anh vui thì anh ng?i thôi ... chú c? ?? m?c anh . :v
Enjoyment,"phim này nên xem và thu?c m?y ?o?n tho?i , r?t hay"
Sadness,vn là v?y . bn công ch?m sóc c?a tao ?? sông ?? bi?n .
Other,th? em ?n anh ???c không ?
Enjoyment,nh? ki?u ng??i yêu luôn ?y =))) nh? nhàng
Enjoyment,per c? ch? c?n ??n gi?n nh? th? ?ã ?m lòng th? ... r?i c? nói chuy?n m?t ...
Sadness,ch? mong c?nh này s? không còn xãy ra ? xã h?i này n?a . b?t h?nh v?y ?? r?i ????
Disgust,?úng ph?i chia tay g?p lo?i óc chó th? này c? mà
Disgust,x?o quá add ?i ! y t? nào l??ng 24tr th? ?
Sadness,"tao thì ch?a c?t thì ?ã ?éo có s?c hút r?i c?t , bùn vãi"
Enjoyment,"per ?â ? y , hiê ? u vi ? sao nên cha ? o mo ? i ng?? ? i ch?a"
Other,khó hi?u l?m
Sadness,??c gì tôi c?ng ???c kiên trì nh? anh ?y ?? d?y con gào m?t n?t nhà tôi ??
Disgust,con này ?n c?c mà l?n hay sao ?y . ?ánh không l?i thì ch?y ngu nh? bò ??ng cho t?i nó ?ánh
Disgust,khi nào có ng??i mang tr?u cau sang h?i c??i thì tao k?t hôn . h?i th?a th? ??
Enjoyment,cho em canh v?i . hehe
Enjoyment,"v?a v? xong , ph?i nói là ?ông vãi ?ông ch? không ph?i ?ông bình th??ng =))))"
Enjoyment,trên ??i v?n còn nhi?u ?i?u t?t ??p ??
Sadness,ch?c h?c t? b? quá
Enjoyment,m? th?y ??n gi?n không ? ??y gi? ch? vi?c lên s? cái .... lên ...????
Disgust,và th? nh?ng thanh niên ô dâm vào bình lu?n v? cô giáo mình nh? ?úng r?i . nhân cách m?t m? nó r?i
Disgust,per tôi có 1 th?ng b?n lúc nào c?ng ch? lo dìm hàng chi?u cao c?a tôi thôi .
Sadness,yêu làm m? gì r?i ph?i chia tay ng??i ?i
Other,cô per v? ông per - trung nguyên - có ph?i là cô giáo per huy?n tho?i không nh? ?
Other,ch? s? t?c ?? ?n c?a dân mình thì không k?p gây h?i thôi
Disgust,ph?t là ?úng r?i
Other,c?n có c? quan ch?c n?ng t?i ?? làm rõ v? vi?c v?i ng? dân ?ã b?t nó
Disgust,ai b?o ?i mách l?o làm gì chúng nó ch? ?ánh cho .
Enjoyment,chúc m?ng em và chúc em h?c t?p t?t ngành h?c ?ã ch?n ! ni?m t? hào c?a tây b?c !
Disgust,t ngh? th? ch?p ?éo có tâm b?ng th? make ??ng và th? photoshop ?âu
Disgust,"nói dân trí th?p l?i t? ái , h?i nhi?u h?ng nhi?m v? nó l?i quy t?i ch?ng ng??i thi hành công v? thì ?n l?n"
Enjoyment,có ch? em nào khu v?c loc ?i coi cùng mình không ...
Other,vì ai c?ng có m?i quan tâm riêng
Enjoyment,"nói câu sau là nu?t câu tr??c , y chang nu?t não nó v ?ó nh? kk th?t thú v?"
Other,m?i mua p30 luôn
Sadness,r?i nh?n ra ch? mình là c?m th?y nh? th? thôi h? :(
Disgust,nhìn cách d?y chó là bi?t cách d?y con
Enjoyment,ngày nào c?ng ng? v?i m? r?i mà v?n còn ti?c :)))))
Enjoyment,"th?ng nào v? ??p , v? giúp tao t?m ?nh per phòng h? cúp ?i?n không có tài li?u quay tay :("
